GTS_USER_ID,GTS_USER_PRIMARY_EMAIL,GTS_USER_PASSWORD,GTS_USER_STATUS,GTS_USER_LOGIN_TRIES,GTS_USER_COUNTRY_CODE,GTS_PRIMARY_CONTACT_NUMBER,GTS_PRIMARY_CONTACT_IS_VALIDATED,GTS_USER_EMAIL_IS_VALIDATED,USER_LOGGING_TIME
488,pbinerdj@about.me,Temp@321,FALSE,0,581,467-707-2845,FALSE,TRUE,9/18/2021
489,tetoiledk@typepad.com,P@ssw0rd123,TRUE,0,275,657-604-5505,FALSE,TRUE,07-12-2021
490,lcollingsdl@google.nl,Welcome123,TRUE,3,915,187-513-1086,TRUE,TRUE,12-07-2021
491,ascneiderdm@hexun.com,Temp@321,TRUE,2,485,846-112-8162,FALSE,FALSE,10-11-2021
492,mallebonedn@about.me,P@ssw0rd123,TRUE,5,900,868-441-3364,FALSE,FALSE,10/14/2021
493,scureedo@zimbio.com,P@ssw0rd123,FALSE,3,872,607-875-6063,TRUE,TRUE,10/28/2021
494,tgelemandp@naver.com,Welcome123,TRUE,0,905,254-796-3803,TRUE,FALSE,11-05-2021
495,csellimandq@delicious.com,P@ssw0rd123,FALSE,5,235,764-905-4199,FALSE,FALSE,09-01-2021
496,jdovermanndr@engadget.com,Temp@321,TRUE,0,967,400-497-2151,FALSE,FALSE,10/25/2021
497,cwisbeyds@dedecms.com,Temp@321,TRUE,1,746,919-674-5093,TRUE,FALSE,11/14/2021
498,pdreschlerdt@cbsnews.com,P@ssw0rd123,TRUE,2,450,626-779-2949,TRUE,TRUE,7/15/2021
499,mhuncootdu@dell.com,Temp@321,FALSE,2,794,917-164-1823,TRUE,TRUE,8/31/2021
500,rpeekdv@icq.com,P@ssw0rd123,FALSE,1,836,553-589-8690,TRUE,FALSE,10/28/2021
501,rriditchdw@tripod.com,Temp@321,FALSE,5,699,211-491-4037,FALSE,FALSE,11/19/2021
502,gdemarcodx@ebay.com,Welcome123,TRUE,3,124,808-288-0552,FALSE,TRUE,12-07-2021
503,amcffadendy@nps.gov,P@ssw0rd123,TRUE,2,505,541-803-6272,FALSE,FALSE,9/22/2021
504,cedgelldz@uol.com.br,Temp@321,FALSE,2,699,351-166-7919,TRUE,FALSE,12-07-2021
505,mcapitanoe0@wikispaces.com,Welcome123,TRUE,4,179,812-229-3980,TRUE,FALSE,12/27/2021
506,ipaviere1@newyorker.com,Welcome123,TRUE,3,390,216-579-2593,TRUE,TRUE,8/27/2021
507,jhazelhurste2@biblegateway.com,P@ssw0rd123,FALSE,4,304,359-811-8439,FALSE,FALSE,7/29/2021
508,mbergete3@nytimes.com,P@ssw0rd123,FALSE,1,273,926-222-2758,FALSE,FALSE,09-03-2021
509,rfoulshame4@businessinsider.com,Welcome123,FALSE,5,742,124-681-8731,TRUE,TRUE,10/21/2021
510,mduligale5@smh.com.au,Welcome123,FALSE,1,652,978-460-9595,FALSE,TRUE,12/22/2021
511,dtotterdille6@qq.com,P@ssw0rd123,TRUE,4,766,352-368-0380,FALSE,TRUE,10/26/2021
512,mfeatherstone7@wikia.com,Temp@321,TRUE,4,663,877-696-6834,TRUE,FALSE,12/25/2021
513,hcostarde8@yahoo.co.jp,Temp@321,TRUE,4,811,737-579-5694,TRUE,FALSE,8/26/2021
514,rtremblote9@dot.gov,Welcome123,TRUE,2,710,491-355-8584,FALSE,TRUE,10/23/2021
515,avisickea@home.pl,Welcome123,TRUE,2,409,304-919-5950,FALSE,TRUE,11/30/2021
516,udaintereb@thetimes.co.uk,Welcome123,TRUE,2,165,343-704-8981,TRUE,FALSE,7/27/2021
517,fsodorec@wikispaces.com,P@ssw0rd123,FALSE,0,756,907-590-8496,TRUE,TRUE,12-10-2021
518,kcheeled@ox.ac.uk,Temp@321,TRUE,1,563,681-628-1797,TRUE,FALSE,09-09-2021
519,mmayteee@typepad.com,Welcome123,TRUE,3,213,317-948-6376,TRUE,TRUE,10-07-2021
520,sbotheef@creativecommons.org,Temp@321,TRUE,4,578,536-561-0399,TRUE,TRUE,10-11-2021
521,aheephyeg@list-manage.com,P@ssw0rd123,TRUE,4,969,714-745-3975,TRUE,FALSE,07-11-2021
522,mowttrimeh@google.nl,Welcome123,FALSE,5,670,670-379-0880,TRUE,FALSE,8/19/2021
523,mgiddyei@sfgate.com,P@ssw0rd123,FALSE,4,136,676-330-3221,FALSE,FALSE,10-07-2021
524,aleaknerej@pinterest.com,Welcome123,FALSE,4,498,151-894-7911,FALSE,FALSE,12/13/2021
525,mmordueek@cdbaby.com,P@ssw0rd123,TRUE,3,584,902-854-5200,TRUE,TRUE,8/22/2021
526,kohoneel@geocities.jp,Temp@321,FALSE,0,533,128-723-9971,FALSE,FALSE,11-10-2021
527,jbinhamem@desdev.cn,Temp@321,FALSE,0,392,609-835-2803,TRUE,TRUE,10-09-2021
528,rkordasen@ustream.tv,P@ssw0rd123,TRUE,1,501,312-747-7953,TRUE,TRUE,11-01-2021
529,akleyneo@usatoday.com,Welcome123,FALSE,2,409,236-795-7437,TRUE,TRUE,7/23/2021
530,jkyteleyep@issuu.com,Welcome123,FALSE,3,764,867-650-8759,TRUE,FALSE,08-09-2021
531,clourenseq@buzzfeed.com,P@ssw0rd123,FALSE,1,603,486-669-5160,TRUE,TRUE,10/17/2021
532,deversfielder@fastcompany.com,Welcome123,FALSE,0,328,208-592-7847,TRUE,TRUE,8/19/2021
533,ejoinsones@newyorker.com,P@ssw0rd123,TRUE,0,906,421-126-1662,TRUE,FALSE,8/18/2021
534,cknoket@about.com,Temp@321,TRUE,4,797,370-754-5162,TRUE,FALSE,12-06-2021
535,mnewshameu@whitehouse.gov,P@ssw0rd123,TRUE,0,481,914-471-4490,FALSE,FALSE,12-02-2021
536,nmacfarlaneev@people.com.cn,P@ssw0rd123,TRUE,2,254,460-926-6318,FALSE,TRUE,12/23/2021
537,cbowickew@cargocollective.com,P@ssw0rd123,TRUE,3,767,231-812-0863,TRUE,FALSE,07-11-2021
538,ljubertex@cocolog-nifty.com,Temp@321,FALSE,1,577,787-243-0491,FALSE,TRUE,10-02-2021
539,clonghorney@canalblog.com,P@ssw0rd123,TRUE,1,451,561-244-6807,TRUE,TRUE,7/18/2021
540,maingerez@eepurl.com,P@ssw0rd123,FALSE,5,616,729-359-9213,FALSE,TRUE,11-06-2021
541,cfirmagef0@e-recht24.de,Temp@321,TRUE,3,487,528-133-6532,FALSE,TRUE,9/15/2021
542,vsendallf1@dailymotion.com,P@ssw0rd123,FALSE,4,175,473-236-7545,TRUE,FALSE,12-05-2021
543,ntruggianf2@bloglines.com,Temp@321,FALSE,0,665,232-990-2945,TRUE,FALSE,7/19/2021
544,rsnowmanf3@cmu.edu,Welcome123,FALSE,3,694,174-187-0978,TRUE,TRUE,11/15/2021
545,sworlingf4@ft.com,P@ssw0rd123,TRUE,1,746,766-664-3006,TRUE,FALSE,10-07-2021
546,klimpennyf5@accuweather.com,Temp@321,FALSE,4,679,243-896-6313,FALSE,TRUE,09-07-2021
547,bthredderf6@arizona.edu,Welcome123,TRUE,4,948,476-768-4462,TRUE,FALSE,9/17/2021
548,dbaskwellf7@bing.com,Temp@321,FALSE,1,451,988-702-2320,TRUE,FALSE,07-05-2021
549,sklugef8@sina.com.cn,Welcome123,TRUE,3,688,684-907-4740,FALSE,FALSE,09-08-2021
550,ypeattief9@posterous.com,P@ssw0rd123,FALSE,3,382,766-156-3380,FALSE,TRUE,11/22/2021
551,ebreacherfa@mozilla.com,Temp@321,TRUE,2,103,811-529-7751,FALSE,TRUE,09-11-2021
552,hcatterollfb@pen.io,P@ssw0rd123,FALSE,0,99,806-478-2086,FALSE,TRUE,10/15/2021
553,bbalogunfc@aboutads.info,Welcome123,TRUE,5,887,943-285-7442,TRUE,FALSE,11/16/2021
554,imaseykfd@dot.gov,P@ssw0rd123,FALSE,5,92,695-142-4383,FALSE,FALSE,11-06-2021
555,ademeterfe@aboutads.info,P@ssw0rd123,FALSE,5,59,737-904-7318,TRUE,TRUE,11-04-2021
556,dhadleeff@so-net.ne.jp,Welcome123,FALSE,4,265,272-750-0399,FALSE,TRUE,9/20/2021
557,efolliottfg@nifty.com,Welcome123,FALSE,2,938,650-301-3406,FALSE,TRUE,12-05-2021
558,jrushfh@dailymotion.com,Welcome123,FALSE,2,792,118-176-9080,TRUE,FALSE,10/26/2021
559,dbarberfi@godaddy.com,P@ssw0rd123,TRUE,3,292,705-121-2827,TRUE,FALSE,07-06-2021
560,tbriantfj@dion.ne.jp,P@ssw0rd123,TRUE,5,253,683-919-6348,FALSE,TRUE,8/29/2021
561,jtrencherfk@bloglines.com,Welcome123,TRUE,1,724,914-458-8623,TRUE,TRUE,7/23/2021
562,isaywellfl@ibm.com,Welcome123,FALSE,2,611,876-776-2386,TRUE,TRUE,08-07-2021
563,rmckelveyfm@flavors.me,Welcome123,TRUE,0,327,150-474-5173,FALSE,FALSE,7/16/2021
564,mmcgarviefn@homestead.com,P@ssw0rd123,TRUE,4,934,903-332-4565,FALSE,TRUE,10-03-2021
565,hvakhoninfo@g.co,Temp@321,FALSE,3,351,567-312-2333,FALSE,TRUE,8/16/2021
566,pottewillfp@japanpost.jp,Welcome123,TRUE,2,838,176-645-4345,FALSE,FALSE,10/21/2021
567,dblumirefq@arstechnica.com,Temp@321,TRUE,3,259,223-892-2746,FALSE,FALSE,12/24/2021
568,brameaufr@a8.net,P@ssw0rd123,TRUE,4,493,231-783-1221,TRUE,FALSE,07-08-2021
569,cvannefs@netlog.com,P@ssw0rd123,FALSE,0,925,586-961-6769,TRUE,TRUE,11-12-2021
570,bcurrorft@bloglovin.com,Welcome123,FALSE,4,636,916-477-9008,TRUE,FALSE,12-09-2021
571,ccaffertyfu@mysql.com,Welcome123,TRUE,3,750,121-511-5820,TRUE,FALSE,09-05-2021
572,nedgintonfv@sakura.ne.jp,Welcome123,TRUE,0,126,209-663-3111,FALSE,FALSE,7/18/2021
573,bdalyellfw@tiny.cc,Temp@321,TRUE,2,77,640-390-9348,TRUE,TRUE,10-01-2021
574,yseabrightfx@usgs.gov,Temp@321,FALSE,4,535,172-559-3885,FALSE,FALSE,10/17/2021
575,fswaytonfy@paypal.com,Temp@321,TRUE,4,601,573-926-2486,TRUE,TRUE,11/25/2021
576,efarrawayfz@github.com,P@ssw0rd123,FALSE,1,448,423-165-7058,TRUE,TRUE,08-10-2021
577,memptageg0@naver.com,P@ssw0rd123,FALSE,3,966,261-758-9448,TRUE,TRUE,7/22/2021
578,bduffilg1@paginegialle.it,P@ssw0rd123,FALSE,2,272,943-762-2579,TRUE,FALSE,10/14/2021
579,awhittleseeg2@godaddy.com,P@ssw0rd123,FALSE,3,353,644-267-9289,TRUE,FALSE,7/13/2021
580,spreddleg3@berkeley.edu,Temp@321,FALSE,1,507,214-711-9235,FALSE,TRUE,07-08-2021
581,hmorefieldg4@weibo.com,Welcome123,FALSE,0,84,561-102-9229,TRUE,FALSE,10/15/2021
582,dhowseg5@booking.com,Welcome123,FALSE,2,366,342-760-8079,FALSE,FALSE,12/24/2021
583,aburnsg6@dailymotion.com,Welcome123,FALSE,4,390,937-765-4567,FALSE,FALSE,11/27/2021
584,mmcgivenag7@hibu.com,P@ssw0rd123,TRUE,0,86,132-690-8889,FALSE,TRUE,8/23/2021
585,fandrissg8@accuweather.com,P@ssw0rd123,TRUE,4,441,190-384-1783,FALSE,FALSE,11/25/2021
586,amassenhoveg9@theatlantic.com,Welcome123,TRUE,1,431,536-818-4797,FALSE,TRUE,8/23/2021
587,rlutenga@com.com,P@ssw0rd123,FALSE,4,801,777-553-0725,TRUE,FALSE,9/15/2021
588,cclemendotgb@indiegogo.com,Temp@321,FALSE,2,652,921-498-7879,FALSE,FALSE,09-07-2021
589,ygurtongc@sitemeter.com,P@ssw0rd123,FALSE,4,230,725-771-9907,FALSE,TRUE,8/27/2021
590,sfranzettigd@artisteer.com,Welcome123,FALSE,2,10,303-855-3487,TRUE,FALSE,7/20/2021
591,mmcfaulge@princeton.edu,P@ssw0rd123,TRUE,3,290,913-206-8866,FALSE,FALSE,9/23/2021
592,ahowattgf@theguardian.com,Temp@321,TRUE,4,937,845-346-0783,TRUE,TRUE,8/15/2021
593,jpickrillgg@tripod.com,Temp@321,FALSE,4,469,872-759-8130,TRUE,TRUE,9/29/2021
594,blandellsgh@spiegel.de,Temp@321,TRUE,1,29,550-288-2364,TRUE,FALSE,11/27/2021
595,vdanilyakgi@elpais.com,Welcome123,TRUE,2,433,208-182-1159,TRUE,FALSE,7/29/2021
596,gbriddockgj@bloomberg.com,Temp@321,TRUE,1,275,504-840-1518,TRUE,FALSE,7/22/2021
597,blacknergk@trellian.com,Temp@321,TRUE,1,268,441-319-9466,TRUE,FALSE,9/17/2021
598,lkernellgl@de.vu,Temp@321,FALSE,5,829,306-537-2803,FALSE,TRUE,8/31/2021
599,vkeinratgm@odnoklassniki.ru,P@ssw0rd123,TRUE,2,908,144-153-5309,TRUE,FALSE,08-03-2021
600,ethirskgn@marriott.com,Welcome123,FALSE,2,868,188-797-6671,TRUE,FALSE,08-06-2021
601,rrittmeiergo@cpanel.net,Welcome123,FALSE,1,690,575-633-1545,FALSE,TRUE,10/27/2021
602,hvousdengp@cocolog-nifty.com,Welcome123,TRUE,3,632,665-421-4120,FALSE,FALSE,12/22/2021
603,mcorroyergq@weather.com,Welcome123,TRUE,3,507,587-510-5239,TRUE,FALSE,7/20/2021
604,bcrossongr@discuz.net,Temp@321,FALSE,1,495,292-212-3071,TRUE,FALSE,07-11-2021
605,gdidballgs@youtu.be,P@ssw0rd123,TRUE,4,957,780-829-7981,TRUE,FALSE,9/23/2021
606,cwallesgt@slate.com,P@ssw0rd123,FALSE,3,509,632-224-6954,TRUE,TRUE,08-03-2021
607,bbarkegu@imgur.com,Temp@321,TRUE,5,552,125-373-4889,TRUE,FALSE,8/15/2021
608,nsaggsgv@utexas.edu,P@ssw0rd123,TRUE,3,533,907-894-3918,TRUE,FALSE,9/18/2021
609,kcussgw@cbc.ca,P@ssw0rd123,FALSE,1,520,823-195-4796,FALSE,FALSE,09-12-2021
610,mgeffengx@google.com.au,Welcome123,FALSE,4,759,274-956-8819,FALSE,FALSE,12-04-2021
611,sredhollsgy@webs.com,P@ssw0rd123,TRUE,2,856,254-988-2518,TRUE,FALSE,11-05-2021
612,aspekegz@globo.com,P@ssw0rd123,TRUE,4,471,708-813-7024,TRUE,TRUE,12/18/2021
613,dbullionh0@usatoday.com,Temp@321,FALSE,5,368,328-457-9046,TRUE,TRUE,08-05-2021
614,dtraskh1@ucsd.edu,Welcome123,FALSE,4,555,814-335-4811,TRUE,FALSE,12/24/2021
615,acorkeh2@paginegialle.it,P@ssw0rd123,TRUE,3,172,105-778-3748,FALSE,TRUE,09-11-2021
616,mclewerh3@sina.com.cn,Temp@321,FALSE,0,853,403-879-8682,TRUE,FALSE,11-12-2021
617,rgodonh4@istockphoto.com,Welcome123,TRUE,0,985,278-333-9292,FALSE,TRUE,09-08-2021
618,dblanth5@businesswire.com,Welcome123,TRUE,3,973,482-415-0243,TRUE,FALSE,7/14/2021
619,nsoarh6@aol.com,Welcome123,TRUE,2,19,621-676-1341,FALSE,FALSE,7/29/2021
620,agurryh7@dedecms.com,Welcome123,FALSE,2,539,121-229-3336,FALSE,FALSE,11/14/2021
621,vilieveh8@last.fm,P@ssw0rd123,FALSE,5,787,349-971-1235,FALSE,TRUE,11/14/2021
622,pippletth9@wp.com,Temp@321,TRUE,2,440,296-284-2417,TRUE,TRUE,11-07-2021
623,ihogsdenha@miitbeian.gov.cn,P@ssw0rd123,FALSE,5,790,799-398-2473,TRUE,FALSE,12/15/2021
624,rbeeckxhb@archive.org,Temp@321,FALSE,5,876,624-977-8579,TRUE,TRUE,09-06-2021
625,cdaouzehc@dailymotion.com,P@ssw0rd123,FALSE,4,929,980-746-4166,TRUE,TRUE,8/26/2021
626,ssweetlovehd@amazon.co.uk,Welcome123,FALSE,4,988,885-994-6409,FALSE,FALSE,08-03-2021
627,hlyddyardhe@ezinearticles.com,P@ssw0rd123,TRUE,0,184,521-294-0663,FALSE,TRUE,12/20/2021
628,elamzedhf@wunderground.com,Welcome123,TRUE,2,496,236-110-6836,TRUE,FALSE,10/14/2021
629,gpichmannhg@tumblr.com,P@ssw0rd123,TRUE,1,372,737-607-0112,FALSE,TRUE,07-07-2021
630,smeaddowcrofthh@wp.com,Temp@321,FALSE,3,879,211-412-6606,FALSE,FALSE,8/31/2021
631,polyethi@scientificamerican.com,P@ssw0rd123,FALSE,3,369,906-262-7421,FALSE,TRUE,11-09-2021
632,tnoddingshj@npr.org,Temp@321,TRUE,3,87,942-768-2698,TRUE,FALSE,9/30/2021
633,odimatteohk@nyu.edu,P@ssw0rd123,FALSE,1,994,443-710-4736,FALSE,TRUE,11/28/2021
634,kmathethl@noaa.gov,P@ssw0rd123,FALSE,1,511,136-936-4343,FALSE,FALSE,08-06-2021
635,sdeaconhm@deliciousdays.com,Welcome123,TRUE,4,19,150-588-3857,FALSE,TRUE,9/20/2021
636,pwenthn@mac.com,P@ssw0rd123,TRUE,5,900,242-487-7729,TRUE,TRUE,10-06-2021
637,mianinottiho@infoseek.co.jp,Welcome123,TRUE,0,642,626-259-1589,TRUE,TRUE,08-09-2021
638,soughtonhp@jimdo.com,P@ssw0rd123,TRUE,2,147,487-683-4184,TRUE,FALSE,11/17/2021
639,acalderohq@yale.edu,P@ssw0rd123,FALSE,2,27,598-881-7645,TRUE,FALSE,10/15/2021
640,bscotsonhr@ask.com,P@ssw0rd123,TRUE,2,606,387-137-5652,TRUE,TRUE,12-01-2021
641,mteidemanhs@google.it,Temp@321,FALSE,3,283,344-806-6315,TRUE,FALSE,10/24/2021
642,mhamlinht@a8.net,P@ssw0rd123,FALSE,4,287,327-313-1298,TRUE,FALSE,10-06-2021
643,aatackhu@telegraph.co.uk,Welcome123,FALSE,2,251,551-493-7597,TRUE,FALSE,10/22/2021
644,plibermorehv@hc360.com,P@ssw0rd123,FALSE,5,265,104-929-3313,TRUE,TRUE,9/24/2021
645,hgodlemanhw@networkadvertising.org,Welcome123,FALSE,2,577,873-884-0813,FALSE,FALSE,10/17/2021
646,awondraschekhx@indiatimes.com,Temp@321,TRUE,4,173,316-316-8037,FALSE,TRUE,9/20/2021
647,kimpyhy@stanford.edu,Temp@321,FALSE,3,422,399-468-2658,TRUE,TRUE,10-06-2021
648,smulhollandhz@home.pl,Temp@321,FALSE,2,376,574-297-0889,FALSE,FALSE,10/21/2021
649,lmordiei0@omniture.com,Welcome123,FALSE,3,919,308-122-3726,FALSE,FALSE,10/26/2021
650,egasnelli1@myspace.com,P@ssw0rd123,TRUE,1,83,179-434-9570,TRUE,FALSE,10/24/2021
651,rdeinhardi2@economist.com,P@ssw0rd123,FALSE,0,140,909-942-7603,FALSE,TRUE,11/20/2021
652,dcattersoni3@huffingtonpost.com,Temp@321,FALSE,3,886,412-219-4346,FALSE,FALSE,12/27/2021
653,itoolini4@walmart.com,Temp@321,TRUE,5,723,461-880-2760,FALSE,TRUE,10-10-2021
654,mfattorinii5@sciencedaily.com,P@ssw0rd123,TRUE,2,989,935-327-8523,TRUE,TRUE,12/27/2021
655,mclarisi6@wix.com,Welcome123,FALSE,5,960,331-852-3623,FALSE,FALSE,08-07-2021
656,wboasti7@soup.io,Temp@321,FALSE,5,318,639-224-5662,FALSE,TRUE,10-09-2021
657,mhadkinsi8@gizmodo.com,P@ssw0rd123,FALSE,5,923,554-986-9110,TRUE,FALSE,7/31/2021
658,bnolani9@nbcnews.com,Temp@321,TRUE,4,797,475-734-1693,TRUE,FALSE,10/14/2021
659,jmustardeia@storify.com,Temp@321,FALSE,4,217,535-316-4126,FALSE,FALSE,11/29/2021
660,jwentworthib@weebly.com,Temp@321,FALSE,2,900,454-532-9258,TRUE,TRUE,12/23/2021
661,jsemeredic@google.nl,Temp@321,TRUE,2,783,486-865-1428,FALSE,FALSE,08-04-2021
662,ahesserid@vimeo.com,P@ssw0rd123,FALSE,3,12,732-795-9889,FALSE,TRUE,8/14/2021
663,wdeclerqie@biblegateway.com,Temp@321,TRUE,2,524,143-498-2558,TRUE,TRUE,09-10-2021
664,beaggerif@angelfire.com,Welcome123,TRUE,1,279,248-116-6871,TRUE,TRUE,8/27/2021
665,ccollabineig@mozilla.org,Welcome123,FALSE,1,204,606-793-7328,TRUE,TRUE,11/15/2021
666,mtreffreyih@mediafire.com,P@ssw0rd123,FALSE,2,251,659-899-1691,FALSE,FALSE,7/28/2021
667,hmernerii@ning.com,Temp@321,FALSE,5,849,393-113-4794,TRUE,FALSE,7/27/2021
668,lullettij@wix.com,Welcome123,FALSE,1,901,653-205-4981,TRUE,TRUE,07-06-2021
669,gfairlemik@nsw.gov.au,P@ssw0rd123,TRUE,5,842,857-341-8993,FALSE,TRUE,8/30/2021
670,dpetofiil@csmonitor.com,P@ssw0rd123,FALSE,4,107,678-549-2895,TRUE,TRUE,12/17/2021
671,nwillersim@gravatar.com,Temp@321,FALSE,1,424,374-924-1238,FALSE,TRUE,07-03-2021
672,atrowlerin@newsvine.com,Temp@321,TRUE,0,426,407-952-7575,TRUE,FALSE,12-12-2021
673,vortigerio@slideshare.net,P@ssw0rd123,FALSE,0,995,418-532-8840,TRUE,FALSE,11/15/2021
674,tdilkesip@bizjournals.com,P@ssw0rd123,FALSE,3,508,772-952-3953,TRUE,TRUE,12-08-2021
675,hkidmaniq@pinterest.com,Temp@321,TRUE,4,219,976-465-9275,FALSE,TRUE,12/21/2021
676,ledgcumbeir@live.com,P@ssw0rd123,TRUE,1,579,889-716-0417,TRUE,TRUE,12/26/2021
677,mohartiganis@netvibes.com,P@ssw0rd123,TRUE,1,228,190-702-0635,TRUE,TRUE,12-07-2021
678,frodenit@meetup.com,P@ssw0rd123,FALSE,3,701,955-738-6784,TRUE,TRUE,11/30/2021
679,ssnuggsiu@issuu.com,Temp@321,TRUE,2,911,670-593-8252,FALSE,FALSE,7/31/2021
680,emcquilleniv@cnet.com,Temp@321,TRUE,3,721,893-333-8322,TRUE,FALSE,09-12-2021
681,kreditiw@google.co.jp,P@ssw0rd123,FALSE,1,301,792-553-8879,TRUE,TRUE,7/27/2021
682,bizakix@comsenz.com,Welcome123,FALSE,5,769,224-275-9766,FALSE,TRUE,12/22/2021
683,cskentelburyiy@mayoclinic.com,Temp@321,TRUE,0,828,954-719-8395,TRUE,FALSE,7/19/2021
684,cstledgeriz@usnews.com,Welcome123,TRUE,4,552,371-436-3950,TRUE,FALSE,12/22/2021
685,hdurtnallj0@ft.com,P@ssw0rd123,FALSE,4,494,180-106-0413,FALSE,FALSE,9/14/2021
686,jrudloffj1@icio.us,P@ssw0rd123,FALSE,3,817,900-868-2051,FALSE,FALSE,12/20/2021
687,mleebj2@springer.com,P@ssw0rd123,TRUE,5,621,374-909-8223,TRUE,TRUE,7/25/2021
688,nshillidayj3@sourceforge.net,Welcome123,FALSE,1,563,129-400-6350,FALSE,FALSE,12-12-2021
689,cyarnellj4@linkedin.com,P@ssw0rd123,TRUE,1,805,831-564-1166,TRUE,TRUE,08-04-2021
690,lmcmeylerj5@goo.ne.jp,Welcome123,FALSE,1,995,984-278-2027,FALSE,FALSE,9/28/2021
691,csignoretj6@jiathis.com,Temp@321,TRUE,4,53,425-483-2211,TRUE,TRUE,11/26/2021
692,wwattamj7@chronoengine.com,P@ssw0rd123,FALSE,4,913,965-934-6347,FALSE,FALSE,07-10-2021
693,celderidgej8@nsw.gov.au,P@ssw0rd123,FALSE,2,2,115-943-4751,TRUE,FALSE,12-04-2021
694,ldrillingcourtj9@china.com.cn,Welcome123,TRUE,0,322,163-292-5866,FALSE,TRUE,9/22/2021
695,pprobatja@wiley.com,P@ssw0rd123,FALSE,1,2,371-125-7304,TRUE,FALSE,12-04-2021
696,meversfieldjb@discovery.com,P@ssw0rd123,FALSE,2,239,526-180-4135,TRUE,FALSE,9/25/2021
697,cduthiejc@gmpg.org,Welcome123,FALSE,4,358,940-888-1225,TRUE,FALSE,12/30/2021
698,dbrabynjd@bandcamp.com,Temp@321,FALSE,2,202,576-565-1308,FALSE,TRUE,12/28/2021
699,hbazleyje@vkontakte.ru,Temp@321,TRUE,0,296,490-174-5893,TRUE,TRUE,12-12-2021
700,lsherejf@fotki.com,P@ssw0rd123,TRUE,3,249,153-280-4196,FALSE,FALSE,11/30/2021
701,gvodenjg@123-reg.co.uk,P@ssw0rd123,TRUE,4,235,979-938-1372,FALSE,TRUE,11-03-2021
702,sskillingsjh@zdnet.com,P@ssw0rd123,TRUE,5,714,256-105-1185,FALSE,FALSE,9/17/2021
703,tforstallji@omniture.com,Temp@321,FALSE,2,73,774-781-7261,TRUE,TRUE,9/13/2021
704,ksilversonjj@aboutads.info,Temp@321,FALSE,2,895,807-946-9386,TRUE,TRUE,09-12-2021
705,rtoopinjk@sbwire.com,Temp@321,FALSE,4,789,600-242-1062,FALSE,TRUE,8/21/2021
706,villemjl@so-net.ne.jp,Welcome123,FALSE,5,105,770-222-5303,TRUE,FALSE,10-04-2021
707,bdumperjm@jalbum.net,Welcome123,FALSE,2,226,520-760-2078,TRUE,FALSE,9/25/2021
708,jlomasjn@nasa.gov,Temp@321,FALSE,1,928,481-886-4232,FALSE,TRUE,7/29/2021
709,traulinjo@blog.com,P@ssw0rd123,TRUE,4,102,699-803-0676,FALSE,TRUE,9/21/2021
710,jeglesejp@posterous.com,P@ssw0rd123,TRUE,2,183,286-553-4396,FALSE,TRUE,08-03-2021
711,lyggojq@yelp.com,P@ssw0rd123,FALSE,4,657,594-440-4325,FALSE,TRUE,10-05-2021
712,ctrenamanjr@businessweek.com,P@ssw0rd123,FALSE,0,496,528-753-1081,FALSE,FALSE,11/13/2021
713,dlagojs@uiuc.edu,Temp@321,FALSE,2,390,947-174-5876,TRUE,FALSE,09-07-2021
714,fclipshamjt@nydailynews.com,P@ssw0rd123,TRUE,5,142,296-768-7902,FALSE,TRUE,10/27/2021
715,dsnipeju@admin.ch,Welcome123,TRUE,2,339,324-115-0862,TRUE,TRUE,09-01-2021
716,sbidewelljv@blog.com,P@ssw0rd123,TRUE,3,920,565-489-7402,FALSE,FALSE,7/17/2021
717,iblazebyjw@redcross.org,Welcome123,TRUE,4,842,432-252-6422,TRUE,FALSE,11/28/2021
718,vcraigmylejx@thetimes.co.uk,Welcome123,FALSE,4,581,268-975-9928,TRUE,TRUE,10/28/2021
719,gdarrigojy@de.vu,P@ssw0rd123,FALSE,4,451,745-275-6497,TRUE,FALSE,9/18/2021
720,hliptrodjz@angelfire.com,P@ssw0rd123,FALSE,2,197,763-578-8797,FALSE,FALSE,8/26/2021
721,henockssonk0@alibaba.com,P@ssw0rd123,FALSE,0,824,797-440-7685,TRUE,TRUE,7/16/2021
722,istalmank1@theguardian.com,Temp@321,TRUE,0,916,978-714-5157,TRUE,TRUE,10/28/2021
723,hbarrask2@hibu.com,P@ssw0rd123,TRUE,5,457,366-152-0292,TRUE,TRUE,10/29/2021
724,tpechellk3@bing.com,P@ssw0rd123,TRUE,2,892,251-654-3653,FALSE,TRUE,09-04-2021
725,msonscheink4@amazonaws.com,Welcome123,TRUE,4,882,187-481-3573,FALSE,TRUE,11-07-2021
726,gkinnairdk5@webmd.com,Temp@321,FALSE,2,497,857-645-5195,TRUE,TRUE,8/27/2021
727,nmanonk6@studiopress.com,Welcome123,TRUE,1,377,346-547-9326,FALSE,TRUE,12/19/2021
728,ccabanek7@boston.com,P@ssw0rd123,FALSE,1,612,103-852-1346,TRUE,FALSE,7/20/2021
729,mcuredalek8@constantcontact.com,P@ssw0rd123,FALSE,4,708,936-629-1582,FALSE,TRUE,11-10-2021
730,cboscottk9@4shared.com,Temp@321,TRUE,2,316,367-654-1637,FALSE,TRUE,11-06-2021
